index,bank_key,bank_name,bank_address,bank_latitude,bank_longitude
317,banco-de-bogota,Banco de Bogotá Antiguo Country,Carrera 16A # 84-81,4.66961503,-74.05695903
318,banco-de-bogota,Banco de Bogotá Alcázares,Carrera 24 # 72-92,4.66344521,-74.06676763
319,banco-de-bogota,Banco de Bogotá Autopista Sur,Autopista Sur # 66-06,4.59639974291798,-74.1579471597011
320,banco-de-bogota,Banco de Bogotá Avenida 6A Carrera 22,Carrera 22 # 5C-47,4.60165111,-74.09232525
321,banco-de-bogota,Banco de Bogotá CUAN,Avenida Las Américas # 36-22,4.62530501,-74.09145457
322,banco-de-bogota,Banco de Bogotá Avenida 19,Avenida 19 # 6-51,4.60507906243959,-74.0714930090733
323,banco-de-bogota,Banco de Bogotá Calle 54,Calle 54 # 10-73,4.64056367,-74.06436806
324,banco-de-bogota,Banco de Bogotá Oficina Principal,Calle 36 # 7-47,4.62334835,-74.06660733
325,banco-de-bogota,Banco de Bogotá Universidad Javeriana,Carrera 7 # 40-70,4.62782531,-74.06521605
326,banco-de-bogota,Banco de Bogotá Avenida Boyacá,Carrera 72 # 43C-47 Sur,4.60002459,-74.14469544
327,banco-de-bogota,Banco de Bogotá Gran San Victorino,Carrera 10A # 9-37,4.59847537,-74.07916362
328,banco-de-bogota,Banco de Bogotá Barrio Restrepo,Carrera 21 # 18-34 Sur,4.58617616,-74.10292845
329,banco-de-bogota,Banco de Bogotá Centro Comercial Altavista,Carrera 1A # 65D-58 Sur,4.582816,-74.204785
330,banco-de-bogota,Banco De Bogotá Unicentro,Avenida 15 # 124-30,4.70250953,-74.04286517
331,banco-de-bogota,Banco de Bogotá Cajero,Carrera 16A Calle 85,4.66807,-74.05757
332,banco-de-bogota,Cajero Banco de Bogotá Dirección General,Calle 36 # 7-47,4.6234485,-74.0666438
333,banco-de-bogota,Banco de Bogotá Avenida Ciudad de Quito,Avenida Ciudad de Quito # 77-36,4.67121856,-74.07004982
334,banco-de-bogota,Banco de Bogotá Carrera 24,Carrera 24 # 26-01,4.62214674,-74.07734932
335,banco-de-bogota,Banco de Bogotá Tequendama,Carrera 13 # 27-50 Interior 181,4.6152545,-74.07016577
336,banco-de-bogota,Banco de Bogotá San Victorino,Calle 13 # 15-39,4.60426019,-74.08086582
337,banco-de-bogota,Cajero ATH Banco De Bogotá Galerias,Calle 53B # 25-21,4.64445481901026,-74.0782511825433
338,banco-de-bogota,Banco de Bogotá Las Margaritas,Avenida 19 # 150-35,4.73189662,-74.04495454
339,banco-de-bogota,Cajero Banco de Bogotá Calle 54,Calle 54 # 10-73,4.64056385,-74.06436411
340,banco-de-bogota,Banco de Bogota,Avenida 1 de Mayo # 26-32 Sur,4.5889285923,-74.1085995762
341,banco-de-bogota,Banco de Bogotá Veinte de Julio,Carrera 6A # 25-05 Sur,4.57024905,-74.09389805
342,banco-de-bogota,Banco de Bogotá Chapinero,Carrera 13 # 61-08,4.64792287,-74.0637066
343,banco-de-bogota,Banco de Bogotá Ciudad Salitre,Calle 26 # 69A-51,4.65864618,-74.10743594
344,banco-de-bogota,Banco De Bogotá Pepe Sierra,Calle 116 # 18B 40,4.69857355311211,-74.0490889451904
345,banco-de-bogota,Banco de Bogotá Éxito Calle 53,Carrera 13 # 52A-12,4.63966594,-74.06509906
346,banco-de-bogota,Banco de Bogotá Avenida Carrera 30 con 75,Carrera 30 # 75-21,4.67022045,-74.07163968
347,banco-de-bogota,Banco de Bogotá Calle 122 Carrera 15A,Calle 122 # 15A-10,4.70092671,-74.04382128
348,banco-de-bogota,Banco de Bogotá Carrera 33,Carrera 33 # 48B-28 Sur,4.583091,-74.139838
349,banco-de-bogota,Banco de Bogotá Carrera 47,Calle 13 # 46-57,4.62476828,-74.10393262
350,banco-de-bogota,Banco de Bogotá Paloquemao,Calle 13 # 22-08,4.61010866,-74.08690995
351,banco-de-bogota,Banco de Bogotá Centro,Calle 14 # 7-86,4.60103751,-74.07394458
352,banco-de-bogota,Banco de Bogotá Avenida 15 Calle 106,Avenida 15 # 106-57,4.69092501,-74.04570165
353,banco-de-bogota,Banco de Bogotá Carrera 15 Calle 90,Carrera 15 # 90-61,4.67473646,-74.05304024
354,banco-de-bogota,Banco de Bogotá Centro Administrativo CAN,Calle 44 # 59-26,4.64886969,-74.09437938
355,banco-de-bogota,Banco de Bogotá Andes,Carrera 8 # 12B-86,4.6009255,-74.07492304
356,banco-de-bogota,Banco de Bogotá Calle 9A Carrera 34,Calle 9A # 34-64,4.61320699,-74.09967522
357,banco-de-bogota,Banco de Bogotá Santa Teresita,Carrera 19 # 40-45,4.63027894,-74.07254875
358,banco-de-bogota,Banco de Bogotá Parque Nacional,Carrera 7 # 34-87,4.62248046,-74.06673242
359,banco-de-bogota,Banco de Bogotá Colina Office Park,Carrera 67 # 167-61,4.751581273628998,-74.06484067440033
360,banco-de-bogota,Banco de Bogotá San José,Carrera 68 # 10-47,4.6331272,-74.12093413
361,banco-de-bogota,Banco de Bogotá Aeropuerto el Dorado,Calle 26 # 103-09,4.691361516638909,-74.12999153137207
362,banco-de-bogota,Banco de Bogotá Carrera 10 Calle 17,Carrera 10 # 16-92,4.60461217,-74.07509209
363,banco-de-bogota,Banco de Bogotá Corferias,Diagonal 22B # 38-05,4.62615989,-74.09201616
364,banco-de-bogota,Banco de Bogotá Ricaurte,Calle 10A # 28-60,4.60929129,-74.09358472
365,banco-de-bogota,Banco de Bogotá San Agustín,Carrera 14 # 8-45,4.59968853,-74.08291656
366,banco-de-bogota,Banco de Bogotá Estación Central Paloquemao,Calle 13 # 25-88,4.61001932,-74.08681711
367,banco-de-bogota,Banco de Bogotá Siete de Agosto,Carrera 24 # 65-35,4.65678251,-74.07118304
368,banco-de-bogota,Banco de Bogotá Bosa Centro,Calle 65 Sur # 80-47,4.60687213,-74.18462396
369,banco-de-bogota,Banco de Bogotá Las Aguas,Avenida Jiménez # 3-17,4.60054689,-74.06965642
370,banco-de-bogota,Banco de Bogotá Centro Comercial Gran Estación,Calle 26 # 62-47,4.647925644241863,-74.10150110721588
371,banco-de-bogota,Banco de Bogotá Central San Martín,Calle 31A # 6-75,4.61793178,-74.06741209
372,banco-de-occidente,Banco De Occidente San Martín,Carrera 10 # 27-55,4.61486284,-74.06941318
373,banco-de-occidente,Banco de Occidente Montevideo,Carrera 68D # 17-67,4.64324888,-74.11953371
374,banco-de-occidente,Banco de Occidente Chía,Avenida Pradilla # 2 Este-71,4.863056,-74.043599
375,banco-de-occidente,Banco de Occidente Marly,Carrera 13 # 49-12,4.63628604,-74.06563769
376,banco-de-occidente,Banco de Occidente Calle 116,Calle 116 # 17-71,4.69746101164,-74.0467195297
377,banco-de-occidente,Banco De Occidente El Centro,Carrera 8 #15-73,4.60250789,-74.0741488
378,banco-de-occidente,Banco de Occidente Chicó,Carrera 15 # 93A-48,4.67801855,-74.05120199
379,banco-de-occidente,Banco de Occidente Andalucia,Carrera 5A # 11-25,4.597398,-74.073492
380,banco-de-occidente,Banco de Occidente Carrera 15,Carrera 15 # 119-45,4.69942666,-74.04309554
381,banco-de-occidente,Banco De Occidente  Avenida Jiménez,Carrera 8 # 14-45,4.60163562,-74.07467099
382,banco-de-occidente,Banco de Occidente Avenida 68,Carrera 68 # 10-53,4.63290530668075,-74.1208696965372
383,banco-de-occidente,Banco De Occidente Toberín,Carrera 45 # 166-44,4.7473772,-74.04666103
384,banco-de-occidente,Banco de Occidente Porciúncula,Carrera 15 # 75-43,4.66217273,-74.05964252
385,banco-de-occidente,Banco de Occidente Kennedy,Avenida Ciudad de Cali con Calle 46 Sur,4.62714782,-74.1734986
386,banco-de-occidente,Banco de Occidente Teleport,Calle 113 # 7-21,4.69163411,-74.03440979
387,banco-de-occidente,Banco De Occidente Carrera 10,Carrera 10 # 14-44,4.60262547,-74.0762965
388,banco-de-occidente,Banco de Occidente Santa Bárbara,Avenida 19 # 120-64,4.70110073,-74.04945146
389,banco-de-occidente,Banco de Occidente Chapinero,Carrera 13 # 58-62,4.64527577,-74.0641623
390,banco-de-occidente,Banco de Occidente Centro de Pagos y Recaudos,Carrera 7A # 33-75,4.62056384,-74.06752787
391,banco-de-occidente,Banco De Occidente Avenida Chile,Carrera 7 # 72-06,4.65516937,-74.05519517
392,banco-de-occidente,Banco de Occidente Puente Aranda,Calle 13 # 62-82,4.63376843,-74.11346724
393,banco-de-occidente,Banco De Occidente Calle 100,Calle 100 # 9A-39,4.68153489,-74.04185423
394,banco-de-occidente,Banco de Occidente Las Ferias,Calle 72 # 70-83,4.68460953,-74.09231044
395,banco-de-occidente,Banco de Occidente Zona Industrial,Diagonal 17 # 25-02,4.61317216,-74.08627319
396,banco-de-occidente,Banco De Occidente Avenida 19,Carrera 7 # 19-28,4.60542829,-74.07147052
397,banco-de-occidente,Banco de Occidente San Diego,Carrera 10 # 26-55,4.61324383,-74.07018134
398,banco-de-occidente,Banco de Occidente Carrera 7,Carrera 7 # 114-10,4.69234057,-74.03341382
399,banco-de-occidente,Banco de Occidente Fundación Santafé,Avenida 9 # 116-20,4.69423376,-74.03442406
400,banco-de-occidente,Banco de Occidente Galerías,Carrera 24 # 51-33,4.6399498,-74.07435881
401,banco-de-occidente,Banco de Occidente Unicentro,Avenida 15 # 123-30,4.70253594,-74.04279262
402,banco-de-occidente,Banco de Occidente Comuneros,Calle 6 # 25A-51,4.60321926,-74.09400704
403,banco-de-occidente,Banco de Occidente Centro Mayor,Calle 38A Sur # 34D-50,4.5921939943468875,-74.12419259548187
404,banco-de-occidente,Banco de Occidente Centro Internacional,Carrera 13 # 27-43,4.61532371,-74.07029315
405,banco-de-occidente,Banco de Occidente CAN,Diagonal 40 # 49A-28,4.64887879,-74.09438518
406,banco-de-occidente,Banco De Occidente - Parque Nacional,Carrera. 58D # 146-51,4.6272201,-74.06716097
407,banco-de-occidente,Banco de Occidente Bochica,Diagonal 28A Sur # 35A-06,4.59478526,-74.11532826
408,banco-de-occidente,Banco de Occidente Teusaquillo,Carrera 47 # 22D-51,4.64167153,-74.10179571
409,banco-de-occidente,Banco De Occidente Cedritos,Avenida 19 # 134A-22,4.71917833,-74.04682985
410,banco-de-occidente,Banco de Occidente La Salle,Carrera 7 # 62-15,4.64700433,-74.06025023
411,banco-de-occidente,Banco de Occidente Restrepo,Carrera 20 # 15-05 Sur,4.58754198,-74.10066352
412,banco-de-occidente,Banco de Occidente Calle 3,Calle 3 # 1-64,4.705055,-74.229416
413,banco-de-occidente,Banco de Occidente Country,Calle 85 # 16-41,4.66992235,-74.05624118
414,banco-de-occidente,Banco De Occidente Pepe Sierra,Avenida Pepe Sierra # 15-45,4.6964077,-74.0438067
415,banco-de-occidente,Banco de Occidente La Soledad,Avenida 22 # 37-26,4.62671237961729,-74.0748786346459
416,banco-de-occidente,Banco de Occidente Punto Country,Carrera 16A # 82-46,4.66829016,-74.05742862
417,banco-de-occidente,Banco de Occidente Avenida 82,Carrera 16A # 82-46,4.66655476,-74.05425055
418,banco-de-occidente,Banco De Occidente Siete De Agosto,Carrera 25 # 65-45,4.65722359211185,-74.0714600906852
419,banco-de-occidente,Banco de Occidente Didacol,Avenida El Dorado # 78-20,4.67247363,-74.1149705
420,banco-de-occidente,Banco de Occidente Carrera 19,Carrera 19 # 134A-22,4.7191938646933,-74.0467697044664
421,banco-de-occidente,Banco De Occidente Bulevar Niza,Carrera 58 # 127-59,4.71170074,-74.07042868
422,banco-de-occidente,Banco de Occidente Avenida Suba,Avenida Suba # 115-58,4.699183322973154,-74.06935751438141
423,banco-de-occidente,Banco de Occidente Carrera 47,Carrera 47 # 22A-99,4.63518058,-74.09672813
424,banco-de-occidente,Banco de Occidente Avenida Ciudad de Cali,Calle 72A # 86-69,4.69679626,-74.10585616
425,banco-de-occidente,Banco de Occidente Calle 94,Carrera 11A # 94-12,4.67759462,-74.04684481
426,banco-de-occidente,Banco de Occidente Calle 72,Carrera 7 # 71-48,4.65414208,-74.05560158
427,banco-gnb-sudameris,Banco GNB Sudameris Chicó,Carrera 11 # 94A-03,4.67797106,-74.04582952
428,banco-gnb-sudameris,Banco GNB Sudameris Carrera 15 Con 88,Carrera 15 # 88-95,4.67384571,-74.0535067
429,banco-gnb-sudameris,Banco GNB Sudameris Embajada de Francia,Carrera 11 # 93-12,4.67436296,-74.04755394
430,banco-gnb-sudameris,Banco GNB Sudameris Las Américas,Calle 34 # 39A-91,4.62709835,-74.09465275
431,banco-gnb-sudameris,Banco GNB Sudameris Paloquemao,Carrera 25 # 17-93,4.61361371,-74.08593425
432,banco-gnb-sudameris,Banco GNB Sudameris Calle 71,Calle 71 # 11-02,4.65627591,-74.05943281
433,banco-gnb-sudameris,Banco GNB Sudameris Dirección General,Carrera 7 # 75-85,4.65840707,-74.05323342
434,banco-gnb-sudameris,Banco GNB Sudameris Centro Internacional,Diagonal 27 # 6-70,4.61233845,-74.0692151
435,banco-gnb-sudameris,Banco GNB Sudameris Calle 100,Calle 100 # 11A-51,4.68286287,-74.0443974
436,banco-gnb-sudameris,Banco GNB Sudameris Castillo,Carrera 7 # 72-74,4.65531318,-74.05511989
437,banco-itau-1,Helm Bank Zona Industrial,Carrera 34 # 11-68,4.61512257188144,-74.0970457340596
438,banco-itau-1,Helm Bank Chicó,Calle 94 # 15-11,4.67940977,-74.05067167
439,banco-itau-1,Helm Bank Gran Estación,Calle 26 # 62-47,4.647925644241863,-74.10150110721588
440,banco-itau-1,Helm Bank Calle 73,Carrera 7 # 73-45,4.65652484,-74.05455088
441,banco-itau-1,Helm Bank World Trade Center,Calle 100 # 8A-59,4.68079062,-74.04049121
442,banco-itau-1,Helm Bank Bulevar Niza,Carrera 58 # 127-59,4.71237263124181,-74.0703835859622
443,banco-itau-1,Helm Bank Las Granjas,Calle 13 # 65A-68,4.63578237668378,-74.1160015237655
444,banco-itau-1,Helm Bank El Bosque,Calle 134 # 7-83,4.71179520396214,-74.0300135177947
445,banco-itau-1,Helm Bank Pepe Sierra,Avenida 116 # 15-96,4.69666009,-74.04387378
446,banco-itau-1,Itaú C.C. Andino,Carrera 11 # 82-02,4.6666337678058705,-74.05268490314484
447,banco-itau-1,Helm Bank Paloquemao,Carrera 25 # 13-21,4.61112995542061,-74.0878632212678
448,banco-itau-1,Helm Bank Oficina Principal,Carrera 7 # 27-02,4.61356924,-74.0693909
449,banco-itau-1,Helm Bank Puente Aranda,Carrera 50 # 21-41,4.63547797518174,-74.1008578033225
450,banco-itau-1,Helm Bank U. Militar Nueva Granada,Carrera 11 # 101-80,4.684003038,-74.04266464
451,banco-itau-1,Helm Bank Avenida El Dorado,Avenida El Dorado # 102A-19,4.68914933987327,-74.1310913455931
452,banco-itau-1,Helm Bank Oficina Torre Rem,Calle 100 # 14-29,4.68420862,-74.04726891
453,banco-itau-1,Helm Bank Santa Bárbara,Carrera 7 # 115-33,4.69327228,-74.03351477
454,banco-itau-1,Cajero Servibanca Helm Bank Principal,Carrera 7 # 27-02,4.614625714,-74.06921478
455,banco-itau-1,Helm Bank Fondo Nacional Del Ahorro,Calle 18 # 7-49,4.604606908,-74.07234111
456,banco-itau-1,Helm Bank Unicentro,Avenida 15 # 124-30,4.7025087670258685,-74.04238522052765
457,banco-pichincha,Banco Pichincha Restrepo,Carrera 19 # 15-32 Sur,4.58690661,-74.10015285
458,banco-pichincha,Banco Pichincha Calle 80,Calle 80 # 74B-20,4.69714092137065,-74.0921854062476
459,banco-pichincha,Banco Pichincha Centro Calle 22,Carrera 7 # 22-80,4.60842488,-74.07054212
460,banco-pichincha,Banco Pichincha Santa María Plaza,Calle 13 # 5-41 Soacha,4.579719,-74.218467
461,banco-pichincha,Banco Pichincha Contador,Avenida 19 # 134A-41,4.718742032,-74.04708529
462,banco-pichincha,Banco Pichincha Unicentro,Avenida 15 # 124-30,4.7025087670258685,-74.04238522052765
463,banco-pichincha,Banco Pichincha Toberín,Calle 166 # 20-21,4.74648706,-74.04379662
464,banco-pichincha,Banco Pichincha Kennedy,Calle 35 Sur # 78A-12,4.6240611,-74.1483195
465,banco-pichincha,Banco Pichincha Avenida Chile,Calle 72 # 11-27,4.65732735167757,-74.0590452427067
466,banco-pichincha,Banco Pichincha Chicó,Carrera 11 # 92-09,4.6737616,-74.04802513
467,banco-popular,Banco Popular La Castellana,Calle 95 # 30-34,4.68396765,-74.05987528
468,banco-popular,Banco Popular - Villa Sonia,Transversal 35 # 38A-85 Sur,4.59399639,-74.12353516
469,banco-popular,Banco Popular Chapinero,Carrera 13 # 62-09,4.64875872342424,-74.0636704479901
470,banco-popular,Banco Popular Antiguo Country,Carrera 14A # 81-19,4.66677603,-74.05600546
471,banco-popular,Banco Popular Plaza de las Américas,Transversal 71D # 6-94 Sur,4.623084,-74.13709338
472,banco-popular,Edificio Banco Popular,Carrera 7 # 16-87,4.60331404824,-74.0724109206
473,banco-popular,Banco Popular del Sur,Carrera 13A Bis # 54-09 Sur,4.56251047,-74.12771546
474,banco-popular,Banco Popular Avenida Sexta,Calle 6 # 19A-74,4.60135952,-74.09057243
475,banco-popular,Banco Popular - Paloquemao,Calle 13 # 31-46,4.61531034,-74.09276696
476,banco-popular,Banco Popular - Rapicade Bochica,Transversal 35 Bis # 28-31,4.63183948,-74.08225076
477,banco-popular,Banco Popular - San Diego,Carrera 13 # 26-74,4.6138561,-74.07101967
478,banco-popular,Banco Popular - Teusaquillo,Carrera 40 # 22C-67,4.62927254,-74.08914274
479,banco-popular,Banco Popular,Avenida Rojas # 65A-42,4.67721010873,-74.0960983451
480,banco-popular,Banco Popular 20 de Julio Carrera 6 con Calle 25C,Carrera 6 # 25C-26 Sur,4.5701005,-74.09384483
481,banco-popular,Banco Popular - Ciudad Universitaria,Calle 26 # 40-00,4.63434948,-74.08900844
482,banco-popular,Banco Popular - Autopista Sur,Autopista Sur # 12-94,4.597633329,-74.10956846
483,banco-popular,Banco Popular - Las Villas,Calle 145 # 128-04,4.71427169,-74.07265156
484,banco-popular,Banco Popular Alamos Industrial,Transversal 93 # 62-92,4.68753057,-74.11976413
485,banco-popular,Banco Popular La Esmeralda,Transversal 41 # 42-05,4.64538497,-74.0921725
486,banco-popular,Banco Popular - Diagonal 62,Diagonal 62 # 19A-43 Sur,4.56176295,-74.13958741
487,banco-popular,Cajero Banco Popular 20 de Julio,Carrera 5 # 25C-44,4.61127284684,-74.0675289714
488,banco-popular,Banco Popular Álamos Industrial,Transversal 93 # 64-52,4.68945867,-74.11750012
489,banco-popular,Banco Popular - San Facón,Diagonal 15 # 25-40,4.61225202,-74.08744234
490,banco-popular,Banco Popular Carrera Marly,Carrera 13 # 51-37,4.638512,-74.065362
491,banco-popular,Banco Popular Avenida Chile,Calle 72 # 12-57,4.65793569,-74.06001329
492,banco-popular,Banco Popular Carrera 79 con Calle 42,Carrera 79 # 42-24 Sur,4.61985593846458,-74.1612455620352
493,banco-popular,Banco Popular Plaza Imperial,Avenida 104 # 148-07,4.749827789405402,-74.09565925598145
494,banco-popular,Banco Popular - Carrera 7,Carrera 7 # 12B-93,4.60080984389,-74.0738767054
495,banco-popular,Banco Popular - Supercade Bosa,Calle 57R Sur # 72D-12,4.59569311,-74.16875584
496,banco-popular,Banco Popular - Kennedy,Carrera 75C # 35-18 Sur,4.62323077,-74.14893496
497,banco-popular,Banco Popular Centro Mayor,Calle 38A Sur # 34D-50,4.5921939943468875,-74.12419259548187
498,banco-popular,Banco Popular Cedritos,Avenida 19 # 137-26,4.72164938,-74.04638871
499,banco-popular,Banco Popular Corabastos,Carrera 86 # 24-19 Sur,4.63218507,-74.15471734
500,banco-popular,Banco Popular - Chicó,Carrera 15 # 93-87,4.67779439961237,-74.0514308569013
501,banco-popular,Banco Popular Altavista,Carrera 1 # 65D-58,4.477515,-74.122216
502,banco-popular,Banco Popular Restrepo Carrera 20,Carrera 20 # 14-41 Sur,4.58807638689251,-74.1000204258834
503,banco-popular,Banco Popular Teusaquillo Carrera 13 con Calle 38,Carrera 13 # 38-60,4.62722725,-74.06715921
504,banco-popular,Banco Popular Chicó - Parque 93,Carrera 11 # 93-43,4.67727948,-74.05175876
505,banco-popular,Banco Popular Carrera 78 con 8C,Carrera 78 # 8C -21,4.638351,-74.141677
506,banco-popular,Banco Popular Acueducto,Carrera 40 # 22B-56,4.63048861,-74.09307116
507,banco-popular,Banco Popular,Carrera 36 # 23A-39,4.627375168,-74.09091803
508,banco-popular,Banco Popular Calle 14,Calle 14 # 8-50,4.60165336,-74.07491641
509,banco-popular,Banco Popular Corabastos,Carrera 80 # 2-51,4.63222892,-74.15414366
510,banco-popular,Banco Popular Calle 64,Carrera 7 # 64-09,4.64855544,-74.05956253
511,banco-popular,Banco Popular - Sosiego,Carrera 10 # 17-50 Sur,4.57796191,-74.09275961
512,banco-popular,Banco Popular,Carrera 7 # 13-93,4.60044818,-74.0741373
513,banco-popular,Banco Popular - Antiguo Country,Carrera 15  # 82-99,4.668189,-74.0562382
514,banco-popular,Banco Popular Galerías,Calle 53 # 24-05,4.6418566,-74.07404548
515,banco-popular,Banco Popular La Castellana,Calle 95 # 47-34,4.68396784,-74.05987156
516,banco-popular,Banco Popular Centro Administrativo Distrital,Avenida De las Américas # 32-71,4.62460035,-74.08624521
517,banco-popular,Banco Popular Fontibón,Carrera 100 # 20-67,4.67544078,-74.14299518
518,banco-popular,Banco Popular - Puente Aranda,Calle 13 # 60-72,4.63300373,-74.11261807
519,banco-popular,Banco Popular Principal,Calle 17 # 7-43,4.6035775,-74.0725711
520,banco-popular,Banco Popular - Santafé,Calle 185 # 45-03,4.76233195890266,-74.04526591300964
521,banco-popular,Banco Popular - Supercade Suba,Calle 146 # 105-05,4.747395,-74.09348
522,banco-popular,Banco Popular - La Floresta,Transversal 48 # 94-97,4.68566939,-74.07283031
523,banco-popular,Banco Popular - Avenida Américas,Avenida de las Américas # 43B-32,4.62877757,-74.09814472
524,banco-popular,Banco Popular - Titán Plaza,Carrera 72 # 80-94,4.694013348707585,-74.08651828765869
525,banco-popular,Banco Popular CAN,Calle 44 # 57A-02,4.647283,-74.0934734
526,banco-popular,Banco Popular - La Esmeralda,Carrera 54 # 44-05,4.64538497,-74.09216857
527,banco-popular,Banco Popular Carrera 9 con Calle  9,Carrera 9 # 9-13,4.59861060019864,-74.0775268052259
528,banco-popular,Banco Popular San Agustín,Carrera 9 # 9-00,4.59759216,-74.07809447
529,banco-popular,Banco Popular - Carrera 8,Carrera 8A # 11-77,4.59916042,-74.07605097
530,banco-popular,Banco Popular Feria Exposición,Carrera 36 # 23A-39,4.6267342,-74.0918783
531,banco-popular,Banco Popular - Modelia,Calle 24 # 75-40,4.66628884,-74.11995106
532,banco-popular,Banco Popular Hayuelos,Calle 20 # 82-50,4.66273235,-74.13079139
533,banco-popular,Banco Popular Siete de Agosto,Carrera 25A # 66-69,4.65801108,-74.07099223
534,banco-popular,Banco Popular - Veinte de Julio,Carrera 6 # 22-01 Sur,4.57122997,-74.09295171
535,banco-popular,Banco Popular - Punto de Servicio,Diagonal 146 # 128,4.75459556613367,-74.1067210425678
536,banco-popular,Banco Popular Calle 18,Calle 18 # 104B-52,4.677332014,-74.14727387
537,banco-popular,Banco Popular - Cedritos,Calle 140 # 13-67,4.72090489,-74.04041293
538,banco-popular,Banco Popular - Ricaurte,Calle 10 # 28-26,4.60917611,-74.09343731
539,banco-popular,Banco Popular - Cafam Floresta,Avenida Carrera 68 # 90-88,4.686442769203438,-74.07411575317383
540,banco-popular,Banco Popular Avenida Caracas,Carrera 14 # 19-02,4.60866848,-74.07612721
541,banco-popular,Banco Popular - Los Ministerios,Carrera 8 # 6-94,4.59144917,-74.08039837
542,banco-popular,Banco Popular - Zona Industrial,Avenida Carrera 68 # 10-17,4.63306845,-74.12095966
543,banco-popular,Banco Popular Arrecife,Calle 26 # 69D-91,4.6610749,-74.10899121
544,banco-popular,Banco Popular - Muzú,Calle 44 Sur # 50-81,4.59453578,-74.13707343
545,banco-popular,Banco Popular Carrera 7 con Calle 64,Carrera 7 # 64-04,4.64845154,-74.05939883
546,banco-popular,Banco Popular - Calle  95,Carrerra 11 # 95-10,4.67861267,-74.04534114
547,banco-popular,Banco Popular Avenida Sexta,Avenida 6 # 20-28,4.60115591,-74.09030008
548,banco-popular,Banco Popular - Plaza España,Carrera 18 # 12-87,4.60597536,-74.08406859
549,banco-popular,Banco Popular - Usaquén,Calle 116 # 7-15,4.69376755,-74.03371218
550,banco-popular,Banco Popular - Universidad Nacional,Carrera 30 # 45-77,4.63506297,-74.07984412
551,banco-popular,Banco Popular - Unicentro,Avenida Carrera 15 # 124-30,4.7025087670258685,-74.04238522052765
552,banco-popular,Banco Popular - Barrio Claret,Carrera 26 # 43-76 Sur,4.5819787,-74.12599266
553,banco-popular,Banco Popular Teusaquillo,Carrera 13 # 35-15,4.62301562,-74.06801818
554,banco-popular,Banco Popular Carrera 11 con Calle  94,Carrera 11 # 94-27,4.67729488,-74.04617591
555,banco-popular,Cajero Banco Popular Aeropuerto El Dorado II,Calle 26 # 103-09,4.697793261270953,-74.13991570472717
556,banco-popular,Banco Popular Barrio Restrepo,Carrera 18 # 16-42 Sur,4.58589093,-74.10009667
557,banco-popular,Banco Popular - Las Nieves,Carrera 7 # 23-81,4.609812791093705,-74.07023191452026
558,banco-popular,Banco Popular - Carrera 18,Carrera 18 # 16-38 Sur,4.585822128,-74.1001902
559,banco-popular,Banco Popular - Carrera 48,Carrera 48 # 95-56,4.6844995,-74.06067971
560,banco-popular,Banco Popular - Toberín,Calle 166 # 39-24,4.74663079,-74.04377624
561,bancolombia,Bancolombia C.C. Ventura Terreros,Carrera 1 # 38-55,4.589696849,-74.19675708
562,bancolombia,Bancolombia Plaza España,Carrera 17 # 11-13,4.60407025,-74.08388743
563,bancolombia,Bancolombia World Trade Center,Calle 100 # 9A-45,4.68059539675068,-74.0403384800723
564,bancolombia,Bancolombia Calle Once,Calle 11 # 11-20,4.60072571,-74.07892584
565,bancolombia,Bancolombia Calle 122,Calle 122 # 18-61,4.7014934,-74.0476681
566,bancolombia,Bancolombia C.C. Ventura Terreros,Carrera 1 # 38-53,4.578729,-74.184307
567,bancolombia,Bancolombia Puente Largo,Avenida Suba # 105-08,4.6930746,-74.06678441
568,bancolombia,Autoservicio Bancolombia Centro Mayor,Calle 38A Sur # 34D-50,4.59314134596946,-74.1231045844058
569,bancolombia,Bancolombia Calle 13,Calle 13 # 36-51,4.6189386,-74.0972977
570,bancolombia,Bancolombia Samper Mendoza,Diagona 23 Bis # 19B-27,4.6185032,-74.0787965
571,bancolombia,Bancolombia Bella Suiza,Diagonal 127A # 10-40,4.70276691,-74.03064219
572,bancolombia,Bancolombia Calle 87,Calle 87 # 11-18,4.67042539,-74.04983884
573,bancolombia,Bancolombia Milenio Plaza,Carrera 86 # 42B-51 Sur Centro Comercial Milenio Plaza Local 162/66,4.62973941,-74.16899872
574,bancolombia,Bancolombia - Frigorifico,Avenida Ciudad de Cali # 15A-91,4.65693431,-74.13853638
575,bancolombia,Bancolombia Caja Restrepo,Calle 18 Sur # 17-34,4.58444015,-74.10092108
576,bancolombia,Bancolombia Mercantil,Carrera 7 # 19-29,4.60547925,-74.07160554
577,bancolombia,Bancolombia Edificio Lara,Carrera 13 # 13-23,4.60326234,-74.0790098
578,bancolombia,Bancolombia Bazar Alsacia,Calle 12 B # 71D-61,4.6452881,-74.1295141
579,bancolombia,Bancolombia Calle 92,Avenida Calle 92 # 15-80,4.6763896,-74.0531936
580,bancolombia,Bancolombia Ciudad Salitre,Calle 25 # 68B-02  Local 111,4.65445106,-74.10698002
581,bancolombia,Bancolombia Pablo VI,Carrera 40C # 53-50,4.64908714,-74.08795123
582,bancolombia,Bancolombia San Luis,Calle 63 # 17-15,4.65013487,-74.06798651
