JURISMETROPOLITANADEPTO,MUNICIPIO_HECHO,COMUNAS_ZONAS_DESCRIPCION,DESCRIPCION_CONDUCTA,BARRIOS_HECHO,FECHA_HECHO,MES_LARGO,DIA_SEMANA,INTERVALOS_HORA,HORA_HECHO,GENERO,MODALIDAD,PAIS_PERSONA,CARGO_PERSONA,CLASE_SITIO,ZONA,ARMAS_MEDIOS,EDAD,AGRUPA_EDAD_PERSONA,GRADO_INSTRUCCION_PERSONA,JURISESTACIONAREA,JURISCAI,MES,ANIO,DIA,LATITUD_Y,LONGITUD_X
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,15/5/2019,Mayo,Miércoles,12:00 NO REPORTADO 17:59,1:30:00 p. m.,FEMENINO,FACTOR DE OPORTUNIDAD,NO REPORTADO,TURISTA EXTRANJERO,RESTAURANTES,URBANA,SIN EMPLEO DE ARMAS,29,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,5,2019,15,"4,598025767","-74,07283786"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,15/5/2019,Mayo,Miércoles,12:00 NO REPORTADO 17:59,1:30:00 p. m.,MASCULINO,FACTOR DE OPORTUNIDAD,VENEZUELA,TURISTA EXTRANJERO,RESTAURANTES,URBANA,SIN EMPLEO DE ARMAS,29,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,5,2019,15,"4,598025767","-74,07283786"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 97 CHICO LAGO ENO REPORTADO2,ARTÍCULO 239. HURTO PERSONAS,EL RETIRO ENO REPORTADO2,17/7/2019,Julio,Miércoles,00:00 NO REPORTADO 05:59,4:00:00 a. m.,MASCULINO,USO SUSTANCIAS TOXICAS / ESCOPOLAMINADO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ESCOPOLAMINA,29,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO02 CHAPINERO,CAI OXY ENO REPORTADO2,7,2019,17,"4,667658325","-74,05131582"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 99 CHAPINERO ENO REPORTADO2,ARTÍCULO 239. HURTO PERSONAS,CHAPINERO NORTE ENO REPORTADO2,1/10/2021,Octubre,Viernes,06:00 NO REPORTADO 11:59,9:34:00 a. m.,MASCULINO,USO SUSTANCIAS TOXICAS / ESCOPOLAMINADO,COLOMBIA,TURISTA EXTRANJERO,DENTRO DE LA VIVIENDA,URBANA,ESCOPOLAMINA,29,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO02 CHAPINERO,CAI LOURDES ENO REPORTADO2,10,2021,1,"4,650591685","-74,06427625"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,CENTRO ADMINISTRATIVO ENO REPORTADO17,20/2/2019,Febrero,Miércoles,06:00 NO REPORTADO 11:59,11:30:00 a. m.,MASCULINO,COSQUILLEO,COLOMBIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,30,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI BOLIVIA ENO REPORTADO17,2,2019,20,"4,59850701","-74,07769534"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 98 LOS ALCAZARES ENO REPORTADO12,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA ENO REPORTADO12,3/2/2020,Febrero,Lunes,00:00 NO REPORTADO 05:59,5:30:00 a. m.,MASCULINO,ATRACO,ESTADOS UNIDOS,TURISTA EXTRANJERO,APARTAMENTO,URBANA,ESCOPOLAMINA,30,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO12 BARRIOS UNIDOS,CAI ALCAZARES ENO REPORTADO12,2,2020,3,"4,661185813","-74,06517288"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 102 LA SABANA ENO REPORTADO14,ARTÍCULO 239. HURTO PERSONAS,SANTA FE ENO REPORTADO14,29/2/2020,Febrero,Sábado,00:00 NO REPORTADO 05:59,3:00:00 a. m.,MASCULINO,ENGAÑO,HOLANDA,TURISTA EXTRANJERO,"HOTELES, RESIDENCIAS, Y SIMILARES.",URBANA,SIN EMPLEO DE ARMAS,30,ADULTOS,SECUNDARIA,ESTACION ENO REPORTADO14 MARTIRES,CAI SAMPER MENDOZA ENO REPORTADO14,2,2020,29,"4,612839511","-74,07528481"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 92 LA MACARENA ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,LAS AGUAS ENO REPORTADO3,10/2/2021,Febrero,Miércoles,12:00 NO REPORTADO 17:59,4:30:00 p. m.,MASCULINO,ATRACO,NO REPORTADO,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA BLANCA / CORTOPUNZANTE,30,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI MONSERRATE ENO REPORTADO3,2,2021,10,"4,603663927","-74,06453988"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 99 CHAPINERO ENO REPORTADO2,ARTÍCULO 239. HURTO PERSONAS,CHAPINERO CENTRAL ENO REPORTADO2,21/5/2019,Mayo,Martes,12:00 NO REPORTADO 17:59,1:00:00 p. m.,MASCULINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,30,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO02 CHAPINERO,CAI LOURDES ENO REPORTADO2,5,2019,21,"4,649549067","-74,06448546"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,CANDELARIA ENO REPORTADO17,30/6/2019,Junio,Domingo,18:00 NO REPORTADO 23:59,8:00:00 p. m.,FEMENINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,30,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI BOLIVIA ENO REPORTADO17,6,2019,30,"4,597769103","-74,07597068"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,EGIPTO ENO REPORTADO17,16/7/2019,Julio,Martes,12:00 NO REPORTADO 17:59,1:00:00 p. m.,FEMENINO,ATRACO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,30,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,7,2019,16,"4,592603733","-74,06843636"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,30/9/2021,Septiembre,Jueves,12:00 NO REPORTADO 17:59,2:30:00 p. m.,FEMENINO,FACTOR DE OPORTUNIDAD,COLOMBIA,TURISTA EXTRANJERO,LOCAL COMERCIAL,URBANA,SIN EMPLEO DE ARMAS,30,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI COLSEGUROS ENO REPORTADO3,9,2021,30,"4,601512102","-74,0733153"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 93 LAS NIEVES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,LAS NIEVES ENO REPORTADO3,15/2/2019,Febrero,Viernes,12:00 NO REPORTADO 17:59,5:45:00 p. m.,MASCULINO,COSQUILLEO,COLOMBIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,31,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI TORRES BLANCAS ENO REPORTADO3,2,2019,15,"4,60986055","-74,07015106"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 99 CHAPINERO ENO REPORTADO2,ARTÍCULO 239. HURTO PERSONAS,CHAPINERO CENTRAL ENO REPORTADO2,5/1/2019,Enero,Sábado,00:00 NO REPORTADO 05:59,2:30:00 a. m.,MASCULINO,ATRACO,COLOMBIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,32,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO02 CHAPINERO,CAI LOURDES ENO REPORTADO2,1,2019,5,"4,647455576","-74,062834"
M. BOGOTÁ,BOGOTÁ D.C. (CT),LOCALIDAD SANTAFE,ARTÍCULO 239. HURTO PERSONAS,ALAMEDA ENO REPORTADO3,13/1/2019,Enero,Domingo,12:00 NO REPORTADO 17:59,2:00:00 p. m.,FEMENINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,TRANSPORTE PÚBLICO,URBANA,SIN EMPLEO DE ARMAS,32,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI TELECOM ENO REPORTADO3,1,2019,13,"4,612240802","-74,07170138"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 96 LOURDES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,EL ROCIO ENO REPORTADO3,15/2/2019,Febrero,Viernes,06:00 NO REPORTADO 11:59,11:00:00 a. m.,MASCULINO,ATRACO,COLOMBIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA BLANCA / CORTOPUNZANTE,32,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI LOS LACHES ENO REPORTADO3,2,2019,15,"4,584104087","-74,06916401"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 92 LA MACARENA ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,LAS AGUAS ENO REPORTADO3,10/2/2021,Febrero,Miércoles,12:00 NO REPORTADO 17:59,4:30:00 p. m.,FEMENINO,ATRACO,NO REPORTADO,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA BLANCA / CORTOPUNZANTE,32,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI MONSERRATE ENO REPORTADO3,2,2021,10,"4,603720462","-74,06497899"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,EGIPTO ENO REPORTADO17,9/5/2019,Mayo,Jueves,18:00 NO REPORTADO 23:59,6:00:00 p. m.,MASCULINO,FACTOR DE OPORTUNIDAD,VENEZUELA,TURISTA EXTRANJERO,"HOTELES, RESIDENCIAS, Y SIMILARES.",URBANA,SIN EMPLEO DE ARMAS,32,ADULTOS,TECNICO,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,5,2019,9,"4,595892249","-74,06992498"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,14/11/2019,Noviembre,Jueves,06:00 NO REPORTADO 11:59,11:20:00 a. m.,FEMENINO,ATRACO,COLOMBIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA DE FUEGO,32,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,11,2019,14,"4,598116278","-74,07485298"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 91 SAGRADO CORAZON ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,SAN DIEGO ENO REPORTADO3,23/1/2020,Enero,Jueves,18:00 NO REPORTADO 23:59,6:30:00 p. m.,MASCULINO,ATRACO,ESTADOS UNIDOS,TURISTA EXTRANJERO,PARQUES,URBANA,ARMA DE FUEGO,33,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI SAN DIEGO ENO REPORTADO3,1,2020,23,"4,611022406","-74,06909266"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 93 LAS NIEVES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,VERACRUZ ENO REPORTADO3,3/6/2019,Junio,Lunes,06:00 NO REPORTADO 11:59,11:00:00 a. m.,FEMENINO,SUSTRACCION EN MOVIMIENTO,VENEZUELA,TURISTA EXTRANJERO,CAFETERIAS,URBANA,SIN EMPLEO DE ARMAS,33,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI COLSEGUROS ENO REPORTADO3,6,2019,3,"4,601260787","-74,07019321"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,CANDELARIA ENO REPORTADO17,8/7/2019,Julio,Lunes,06:00 NO REPORTADO 11:59,8:00:00 a. m.,MASCULINO,PAGOS EN LÍNEA,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,33,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,7,2019,8,"4,609324212","-74,07036487"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 93 LAS NIEVES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,LAS NIEVES ENO REPORTADO3,19/2/2019,Febrero,Martes,18:00 NO REPORTADO 23:59,10:15:00 p. m.,MASCULINO,ATRACO,COLOMBIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA BLANCA / CORTOPUNZANTE,34,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI TORRES BLANCAS ENO REPORTADO3,2,2019,19,"4,60806765","-74,07064918"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,CENTRO ADMINISTRATIVO ENO REPORTADO17,7/2/2020,Febrero,Viernes,12:00 NO REPORTADO 17:59,12:20:00 p. m.,FEMENINO,SUPL. DIJINNO REPORTADOSIJIN,COLOMBIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,34,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI BOLIVIA ENO REPORTADO17,2,2020,7,"4,596773259","-74,07614669"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,14/5/2019,Mayo,Martes,12:00 NO REPORTADO 17:59,4:00:00 p. m.,MASCULINO,FACTOR DE OPORTUNIDAD,VENEZUELA,TURISTA EXTRANJERO,LOCAL COMERCIAL,URBANA,SIN EMPLEO DE ARMAS,34,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,5,2019,14,"4,597870699","-74,07427016"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,EGIPTO ENO REPORTADO17,19/5/2019,Mayo,Domingo,12:00 NO REPORTADO 17:59,2:54:00 p. m.,MASCULINO,FACTOR DE OPORTUNIDAD,VENEZUELA,TURISTA EXTRANJERO,"HOTELES, RESIDENCIAS, Y SIMILARES.",URBANA,SIN EMPLEO DE ARMAS,34,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,5,2019,19,"4,595763917","-74,07076183"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 91 SAGRADO CORAZON ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,SAN DIEGO ENO REPORTADO3,12/6/2019,Junio,Miércoles,18:00 NO REPORTADO 23:59,9:00:00 p. m.,FEMENINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,ESTACION TRANSMILENIO SAN DIEGO,URBANA,SIN EMPLEO DE ARMAS,34,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI SAN DIEGO ENO REPORTADO3,6,2019,12,"4,611022406","-74,06909266"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CONCORDIA ENO REPORTADO17,10/1/2021,Enero,Domingo,18:00 NO REPORTADO 23:59,8:30:00 p. m.,FEMENINO,RAPONAZO,COLOMBIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,35,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,1,2021,10,"4,597149962","-74,06982767"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,9/2/2020,Febrero,Domingo,12:00 NO REPORTADO 17:59,1:00:00 p. m.,MASCULINO,COSQUILLEO,COLOMBIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,35,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,2,2020,9,"4,598260651","-74,07528481"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,EGIPTO ENO REPORTADO17,5/5/2019,Mayo,Domingo,12:00 NO REPORTADO 17:59,12:30:00 p. m.,MASCULINO,FACTOR DE OPORTUNIDAD,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,36,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,5,2019,5,"4,595389615","-74,07101933"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 93 LAS NIEVES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,VERACRUZ ENO REPORTADO3,27/7/2019,Julio,Sábado,12:00 NO REPORTADO 17:59,1:30:00 p. m.,FEMENINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,36,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI COLSEGUROS ENO REPORTADO3,7,2019,27,"4,602233964","-74,07255355"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,27/7/2019,Julio,Sábado,00:00 NO REPORTADO 05:59,2:00:00 a. m.,FEMENINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,"BARES, CANTINAS Y SIMILARES",URBANA,SIN EMPLEO DE ARMAS,36,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,7,2019,27,"4,598838534","-74,07230142"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 97 CHICO LAGO ENO REPORTADO2,ARTÍCULO 239. HURTO PERSONAS,EL RETIRO ENO REPORTADO2,5/3/2019,Marzo,Martes,12:00 NO REPORTADO 17:59,4:50:00 p. m.,MASCULINO,FACTOR DE OPORTUNIDAD,COLOMBIA,TURISTA EXTRANJERO,LOCAL COMERCIAL,URBANA,CONTUNDENTES,38,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO02 CHAPINERO,CAI OXY ENO REPORTADO2,3,2019,5,"4,667152839","-74,05338263"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 93 LAS NIEVES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,LA CAPUCHINA ENO REPORTADO3,2/3/2021,Marzo,Martes,06:00 NO REPORTADO 11:59,10:30:00 a. m.,MASCULINO,ENGAÑO,NO REPORTADO,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,38,ADULTOS,SECUNDARIA,ESTACION ENO REPORTADO03 SANTA FE,CAI COLSEGUROS ENO REPORTADO3,3,2021,2,"4,601319215","-74,06974873"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,28/1/2020,Enero,Martes,06:00 NO REPORTADO 11:59,8:38:00 a. m.,MASCULINO,FACTOR DE OPORTUNIDAD,COLOMBIA,TURISTA EXTRANJERO,AUDITORIOS,URBANA,SIN EMPLEO DE ARMAS,39,ADULTOS,SECUNDARIA,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,1,2020,28,"4,598116278","-74,07485298"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,9/4/2021,Abril,Viernes,18:00 NO REPORTADO 23:59,6:30:00 p. m.,MASCULINO,COSQUILLEO,COLOMBIA,TURISTA EXTRANJERO,ESTACION TRANSMILENIO SAN VICTORINO,URBANA,SIN EMPLEO DE ARMAS,39,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI BOLIVIA ENO REPORTADO17,4,2021,9,"4,600145519","-74,07776585"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LAS AGUAS ENO REPORTADO17,20/5/2019,Mayo,Lunes,12:00 NO REPORTADO 17:59,12:30:00 p. m.,MASCULINO,ATRACO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA BLANCA / CORTOPUNZANTE,39,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,5,2019,20,"4,601127109","-74,06296733"
M. BOGOTÁ,BOGOTÁ D.C. (CT),LOCALIDAD CHAPINERO,ARTÍCULO 239. HURTO PERSONAS,ANTIGUO COUNTRY ENO REPORTADO2,22/5/2019,Mayo,Miércoles,12:00 NO REPORTADO 17:59,1:00:00 p. m.,MASCULINO,SUPL. DIJINNO REPORTADOSIJIN,COLOMBIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,39,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO02 CHAPINERO,CAI EL VIRREY ENO REPORTADO2,5,2019,22,"4,668238044","-74,05621431"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,8/7/2019,Julio,Lunes,06:00 NO REPORTADO 11:59,11:30:00 a. m.,FEMENINO,SUPL. DIJINNO REPORTADOSIJIN,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,39,ADULTOS,SECUNDARIA,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,7,2019,8,"4,600554966","-74,07064918"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,CANDELARIA ENO REPORTADO17,28/8/2019,Agosto,Miércoles,12:00 NO REPORTADO 17:59,3:00:00 p. m.,MASCULINO,SUPL. DIJINNO REPORTADOSIJIN,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,40,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI BOLIVIA ENO REPORTADO17,8,2019,28,"4,60034108","-74,07543961"
M. BOGOTÁ,BOGOTÁ D.C. (CT),LOCALIDAD SANTAFE,ARTÍCULO 239. HURTO PERSONAS,CENTRO ENO REPORTADO3,4/6/2019,Junio,Martes,06:00 NO REPORTADO 11:59,11:30:00 a. m.,MASCULINO,ATRACO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA BLANCA / CORTOPUNZANTE,41,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI SAN VICTORINO ENO REPORTADO3,6,2019,4,"4,60292909","-74,07916251"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CONCORDIA ENO REPORTADO17,30/1/2020,Enero,Jueves,06:00 NO REPORTADO 11:59,11:00:00 a. m.,FEMENINO,SUPL. DIJINNO REPORTADOSIJIN,MEXICO,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,42,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,1,2020,30,"4,594306421","-74,07296202"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CONCORDIA ENO REPORTADO17,18/7/2019,Julio,Jueves,18:00 NO REPORTADO 23:59,6:00:00 p. m.,FEMENINO,ATRACO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA BLANCA / CORTOPUNZANTE,42,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,7,2019,18,"4,596309328","-74,06967822"
M. BOGOTÁ,BOGOTÁ D.C. (CT),LOCALIDAD SANTAFE,ARTÍCULO 111. LESIONES PERSONALES,PARQUE NACIONAL ENO REPORTADO3,3/8/2019,Agosto,Sábado,12:00 NO REPORTADO 17:59,3:00:00 p. m.,MASCULINO,RIÑAS,COLOMBIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA BLANCA / CORTOPUNZANTE,42,ADULTOS,SECUNDARIA,ESTACION ENO REPORTADO03 SANTA FE,CAI TORRES BLANCAS ENO REPORTADO3,8,2019,3,"4,621143495","-74,06208796"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CONCORDIA ENO REPORTADO17,28/8/2021,Agosto,Sábado,18:00 NO REPORTADO 23:59,11:30:00 p. m.,MASCULINO,ATRACO,NO REPORTADO,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA DE FUEGO,43,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,8,2021,28,"4,598453148","-74,07149753"
