JURISMETROPOLITANADEPTO,MUNICIPIO_HECHO,COMUNAS_ZONAS_DESCRIPCION,DESCRIPCION_CONDUCTA,BARRIOS_HECHO,FECHA_HECHO,MES_LARGO,DIA_SEMANA,INTERVALOS_HORA,HORA_HECHO,GENERO,MODALIDAD,PAIS_PERSONA,CARGO_PERSONA,CLASE_SITIO,ZONA,ARMAS_MEDIOS,EDAD,AGRUPA_EDAD_PERSONA,GRADO_INSTRUCCION_PERSONA,JURISESTACIONAREA,JURISCAI,MES,ANIO,DIA,LATITUD_Y,LONGITUD_X
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 99 CHAPINERO ENO REPORTADO2,ARTÍCULO 239. HURTO PERSONAS,CHAPINERO CENTRAL ENO REPORTADO2,11/1/2020,Enero,Sábado,00:00 NO REPORTADO 05:59,3:00:00 a. m.,MASCULINO,USO SUSTANCIAS TOXICAS / ESCOPOLAMINADO,COLOMBIA,TURISTA EXTRANJERO,"BARES, CANTINAS Y SIMILARES",URBANA,ESCOPOLAMINA,28,ADULTOS,SECUNDARIA,ESTACION ENO REPORTADO02 CHAPINERO,CAI CHAPINERO ENO REPORTADO2,1,2020,11,"4,644993218","-74,06388811"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 93 LAS NIEVES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,VERACRUZ ENO REPORTADO3,19/4/2019,Abril,Viernes,12:00 NO REPORTADO 17:59,3:30:00 p. m.,FEMENINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,LOCAL COMERCIAL,URBANA,SIN EMPLEO DE ARMAS,28,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI COLSEGUROS ENO REPORTADO3,4,2019,19,"4,602389031","-74,07483879"
M. BOGOTÁ,BOGOTÁ D.C. (CT),LOCALIDAD SANTAFE,ARTÍCULO 239. HURTO PERSONAS,PARQUE NACIONAL ENO REPORTADO3,22/9/2021,Septiembre,Miércoles,12:00 NO REPORTADO 17:59,3:00:00 p. m.,MASCULINO,COSQUILLEO,COLOMBIA,TURISTA EXTRANJERO,INTERIOR VEHICULO SERVICIO PUBLICO,URBANA,SIN EMPLEO DE ARMAS,28,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI SAN DIEGO ENO REPORTADO3,9,2021,22,"4,623306659","-74,06634155"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 97 CHICO LAGO ENO REPORTADO2,ARTÍCULO 239. HURTO PERSONAS,EL RETIRO ENO REPORTADO2,14/10/2021,Octubre,Jueves,18:00 NO REPORTADO 23:59,11:30:00 p. m.,MASCULINO,ATRACO,COLOMBIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA BLANCA / CORTOPUNZANTE,28,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO02 CHAPINERO,CAI OXY ENO REPORTADO2,10,2021,14,"4,667982061","-74,05285073"
M. BOGOTÁ,BOGOTÁ D.C. (CT),LOCALIDAD TEUSAQUILLO,ARTÍCULO 239. HURTO PERSONAS,CHAPINERO SUR OCC. ENO REPORTADO13,25/3/2019,Marzo,Lunes,12:00 NO REPORTADO 17:59,3:00:00 p. m.,MASCULINO,ATRACO,COLOMBIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA BLANCA / CORTOPUNZANTE,29,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO13 TEUSAQUILLO,CAI SAN LUIS ENO REPORTADO13,3,2019,25,"4,648949204","-74,0649288"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 95 LAS CRUCES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,LAS CRUCES ENO REPORTADO3,24/2/2021,Febrero,Miércoles,12:00 NO REPORTADO 17:59,4:00:00 p. m.,FEMENINO,RAPONAZO,NO REPORTADO,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,30,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI LAS CRUCES ENO REPORTADO3,2,2021,24,"4,588137962","-74,0811841"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 97 CHICO LAGO ENO REPORTADO2,ARTÍCULO 239. HURTO PERSONAS,EL RETIRO ENO REPORTADO2,23/3/2019,Marzo,Sábado,00:00 NO REPORTADO 05:59,3:00:00 a. m.,FEMENINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,"BARES, CANTINAS Y SIMILARES",URBANA,SIN EMPLEO DE ARMAS,30,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO02 CHAPINERO,CAI OXY ENO REPORTADO2,3,2019,23,"4,667503273","-74,0543038"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 93 LAS NIEVES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,VERACRUZ ENO REPORTADO3,13/5/2019,Mayo,Lunes,12:00 NO REPORTADO 17:59,3:00:00 p. m.,FEMENINO,RAPONAZO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,30,ADULTOS,SECUNDARIA,ESTACION ENO REPORTADO03 SANTA FE,CAI COLSEGUROS ENO REPORTADO3,5,2019,13,"4,601419594","-74,06982842"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 91 SAGRADO CORAZON ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,LA MERCED ENO REPORTADO3,10/1/2020,Enero,Viernes,00:00 NO REPORTADO 05:59,3:00:00 a. m.,MASCULINO,ATRACO,ITALIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA BLANCA / CORTOPUNZANTE,31,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI SAN DIEGO ENO REPORTADO3,1,2020,10,"4,619245238","-74,06624577"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LAS AGUAS ENO REPORTADO17,29/4/2019,Abril,Lunes,00:00 NO REPORTADO 05:59,4:00:00 a. m.,MASCULINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,31,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,4,2019,29,"4,600691318","-74,06895134"
M. BOGOTÁ,BOGOTÁ D.C. (CT),LOCALIDAD CHAPINERO,ARTÍCULO 239. HURTO PERSONAS,SEMINARIO ENO REPORTADO2,15/2/2020,Febrero,Sábado,06:00 NO REPORTADO 11:59,8:30:00 a. m.,MASCULINO,ATRACO,FRANCIA,TURISTA EXTRANJERO,PARQUES,URBANA,ARMA BLANCA / CORTOPUNZANTE,32,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO01 USAQUEN,CAI SANTA BARBARA ENO REPORTADO1,2,2020,15,"4,686026031","-74,01339552"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 107 QUINTA PAREDES ENO REPORTADO13,ARTÍCULO 239. HURTO PERSONAS,CENTRO NARIÑO ENO REPORTADO13,18/10/2021,Octubre,Lunes,12:00 NO REPORTADO 17:59,1:30:00 p. m.,MASCULINO,COSQUILLEO,COLOMBIA,TURISTA EXTRANJERO,LUGAR DE EVENTOS,URBANA,SIN EMPLEO DE ARMAS,33,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO13 TEUSAQUILLO,CAI SOLEDAD ENO REPORTADO13,10,2021,18,"4,629546537","-74,08916179"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,27/7/2019,Julio,Sábado,00:00 NO REPORTADO 05:59,2:00:00 a. m.,FEMENINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,"BARES, CANTINAS Y SIMILARES",URBANA,SIN EMPLEO DE ARMAS,36,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,7,2019,27,"4,602233964","-74,07255355"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,27/7/2019,Julio,Sábado,00:00 NO REPORTADO 05:59,2:00:00 a. m.,FEMENINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,"BARES, CANTINAS Y SIMILARES",URBANA,SIN EMPLEO DE ARMAS,36,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,7,2019,27,"4,602233964","-74,07255355"
M. BOGOTÁ,BOGOTÁ D.C. (CT),LOCALIDAD CHAPINERO,ARTÍCULO 239. HURTO PERSONAS,CHICO I ENO REPORTADO2,25/2/2019,Febrero,Lunes,18:00 NO REPORTADO 23:59,8:00:00 p. m.,MASCULINO,FACTOR DE OPORTUNIDAD,VENEZUELA,TURISTA EXTRANJERO,"BARES, CANTINAS Y SIMILARES",URBANA,SIN EMPLEO DE ARMAS,43,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO02 CHAPINERO,CAI ESTADERO ENO REPORTADO2,2,2019,25,"4,680872159","-74,04412559"
M. BOGOTÁ,BOGOTÁ D.C. (CT),LOCALIDAD TEUSAQUILLO,ARTÍCULO 239. HURTO PERSONAS,BELALCAZAR ENO REPORTADO13,3/7/2019,Julio,Miércoles,12:00 NO REPORTADO 17:59,2:15:00 p. m.,MASCULINO,RAPONAZO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,43,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO13 TEUSAQUILLO,CAI GALERIAS ENO REPORTADO13,7,2019,3,"4,634371722","-74,07744131"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,CENTRO ADMINISTRATIVO ENO REPORTADO17,20/8/2021,Agosto,Viernes,12:00 NO REPORTADO 17:59,12:00:00 p. m.,FEMENINO,RAPONAZO,COLOMBIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,43,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI BOLIVIA ENO REPORTADO17,8,2021,20,"4,596822838","-74,07499154"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 95 LAS CRUCES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,LAS CRUCES ENO REPORTADO3,29/1/2020,Enero,Miércoles,12:00 NO REPORTADO 17:59,3:00:00 p. m.,FEMENINO,ATRACO,COLOMBIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,46,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI LAS CRUCES ENO REPORTADO3,1,2020,29,"4,589729263","-74,07888432"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 93 LAS NIEVES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,LAS NIEVES ENO REPORTADO3,13/6/2019,Junio,Jueves,12:00 NO REPORTADO 17:59,1:30:00 p. m.,FEMENINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,46,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI TORRES BLANCAS ENO REPORTADO3,6,2019,13,"4,60699517","-74,07101473"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 10 LA URIBE ENO REPORTADO1,ARTÍCULO 239. HURTO PERSONAS,VOTO NACIONAL ENO REPORTADO14,3/2/2020,Febrero,Lunes,12:00 NO REPORTADO 17:59,1:00:00 p. m.,MASCULINO,COSQUILLEO,ESTADOS UNIDOS,TURISTA EXTRANJERO,ESTACION TRANSMILENIO AV JIMENEZ(CRC),URBANA,SIN EMPLEO DE ARMAS,57,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO14 MARTIRES,CAI RICAURTE ENO REPORTADO14,2,2020,3,"4,602251605","-74,08118446"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,12/6/2019,Junio,Miércoles,06:00 NO REPORTADO 11:59,11:00:00 a. m.,MASCULINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,60,ADULTOS,TECNICO,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,6,2019,12,"4,597958537","-74,07466522"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CONCORDIA ENO REPORTADO17,31/1/2020,Enero,Viernes,12:00 NO REPORTADO 17:59,1:15:00 p. m.,FEMENINO,COSQUILLEO,ESTADOS UNIDOS,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,61,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI BOLIVIA ENO REPORTADO17,1,2020,31,"4,594306421","-74,07296202"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,27/2/2020,Febrero,Jueves,12:00 NO REPORTADO 17:59,2:00:00 p. m.,FEMENINO,COSQUILLEO,PERU,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,63,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,2,2020,27,"4,600776481","-74,07256773"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,24/1/2020,Enero,Viernes,12:00 NO REPORTADO 17:59,1:00:00 p. m.,FEMENINO,COSQUILLEO,FRANCIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,64,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,1,2020,24,"4,598116278","-74,07485298"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 93 LAS NIEVES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,VERACRUZ ENO REPORTADO3,19/2/2019,Febrero,Martes,12:00 NO REPORTADO 17:59,2:00:00 p. m.,FEMENINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,RESTAURANTES,URBANA,SIN EMPLEO DE ARMAS,64,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI COLSEGUROS ENO REPORTADO3,2,2019,19,"4,601201969","-74,07028172"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LAS AGUAS ENO REPORTADO17,28/4/2019,Abril,Domingo,12:00 NO REPORTADO 17:59,3:00:00 p. m.,FEMENINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,64,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,4,2019,28,"4,599704771","-74,0686268"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,CANDELARIA ENO REPORTADO17,12/1/2020,Enero,Domingo,12:00 NO REPORTADO 17:59,5:45:00 p. m.,MASCULINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,65,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI TORRES BLANCAS ENO REPORTADO3,1,2020,12,"4,609324212","-74,07036487"
