Shape *,OBJECTID_1,objectid,cenefa_par,mdoulo_par,zona_parad,nombre_par,direccion_,localidad_,consola_pa,panel_para,audio_para,Latitud,Longitud,Nombre_Localidad,Nombre_Zona,Localidad
Point,4331,61618,294A10,A,10,Br. La Primavera I,DG 60 Sur - KR 75B,19,DG 60 Sur - KR 75B (294A10),DG 60 Sur - KR 75B,Diagonal 60 Sur Carrera 75 Be,4.591387,-74.17609,Ciudad Bolivar,10,Ciudad Bolivar
Point,4332,61619,294A11,A,11,Br. Juan Pablo II,CL 67C Sur - 18P-44,19,CL 67C Sur - 18P-44 (294A11),CL 67C Sur - 18P-44,Calle 67 C Sur 18 P,4.554531,-74.146899,Ciudad Bolivar,11,Ciudad Bolivar
Point,4333,61620,294A12,A,12,Br. Los Molinos I Sector,TV 5A - CL 48K Sur,18,TV 5A - CL 48K Sur (294A12),TV 5A - CL 48K Sur,Transversal Quinta A Calle 48 K Sur,4.555619,-74.108127,Rafael Uribe Uribe,12,Rafael Uribe Uribe
Point,4334,61621,294B01,B,1,Avenida Calle 100,AK 15 - AC 100,1,AK 15 - AC 100 (294B01),AK 15 - AC 100,Avenida Carrera 15 Avenida Calle 100,4.686504,-74.047952,Usaquén,1,Usaquén
Point,4335,61622,295A00,A,0,C.C. Andino,AC 82 - KR 12,2,AC 82 - KR 12 (295A00),AC 82 - KR 12,Avenida Calle 82 Carrera 12,4.667539,-74.052728,Chapinero,0,Chapinero
Point,4336,61623,295A01,A,1,Br. Santa Bibiana,AK 15 - CL 105A,1,AK 15 - CL 105A (295A01),AK 15 - CL 105A,Avenida Carrera 15 Calle 105 A,4.689919,-74.046457,Usaquén,1,Usaquén
Point,4337,61624,295A03,A,3,C.C. Laguna,CL 129D - KR 121,11,CL 129D - KR 121 (295A03),CL 129D - KR 121,Calle 129 D Carrera 121,4.733365,-74.106195,Suba,3,Suba
Point,4338,61625,295A04,A,4,CAI Bachué,CL 89 - KR 95D,10,CL 89 - KR 95D (295A04),CL 89 - KR 95D,Calle 89 Carrera 95 D,4.716048,-74.102079,Engativá,4,Engativá
Point,4339,61626,295A05,A,5,LA ESTRADITA N-S,KR 69 - AC 66,10,KR 69 - AC 66 (295A05),KR 69 - AC 66,Carrera 69 Avenida Calle 66,4.674412,-74.093477,Engativá,5,Engativá
Point,4340,61627,295A08,A,8,Parcela El Porvenir,CL 52 Sur - KR 92A,7,CL 52 Sur - KR 92A (295A08),CL 52 Sur - KR 92A,Calle 52 Sur Carrera 92 A,4.636158,-74.184798,Bosa,8,Bosa
Point,4341,61628,295A09,A,9,Br. Andalucía II,CL 60 Sur - KR 77G,7,CL 60 Sur - KR 77G (295A09),CL 60 Sur - KR 77G,Calle 60 Sur Carrera 77 G,4.598223,-74.178563,Bosa,9,Bosa
Point,4342,61629,295A11,A,11,Desarrollo Marandú,CL 69B BIS Sur - KR 18V,19,CL 69B BIS Sur - KR 18V (295A11),CL 69B BIS Sur - KR 18V,Calle 69 Be Bis Sur Carrera 18 Ve,4.556529,-74.150626,Ciudad Bolivar,11,Ciudad Bolivar
Point,4343,61630,295A12,A,12,Br. Los Molinos I Sector,TV 5A - CL 48K Sur,18,TV 5A - CL 48K Sur (295A12),TV 5A - CL 48K Sur,Transversal Quinta A Calle 48 K Sur,4.55493,-74.108141,Rafael Uribe Uribe,12,Rafael Uribe Uribe
Point,4344,61631,295A13,A,13,Cl 1 B Bis,KR 7 E - CL 1B Bis,3,KR 7 E - CL 1B Bis (295A13),KR 7 E - CL 1B Bis,Carrera Séptima Este Calle Primera Be Bis,4.58207,-74.072022,Santa Fe,13,Santa Fe
Point,4345,61632,295B01,B,1,Br. Santa Bibiana,AK 15 - CL 105,1,AK 15 - CL 105 (295B01),AK 15 - CL 105,Avenida Carrera 15 Calle 105,4.690023,-74.046378,Usaquén,1,Usaquén
Point,4346,61633,296A00,A,0,Parque León de Greiff,CL 84 BIS - KR 13,2,CL 84 BIS - KR 13 (296A00),CL 84 BIS - KR 13,Calle 84 Bis Carrera 13,4.668858,-74.054358,Chapinero,0,Chapinero
Point,4347,61634,296A01,A,1,Calle 110,AK 15 - CL 110,1,AK 15 - CL 110 (296A01),AK 15 - CL 110,Avenida Carrera 15 Calle 110,4.693452,-74.044411,Usaquén,1,Usaquén
Point,4348,61635,296A02,A,2,Gimnasio La Montaña,KR 54 - CL 215,11,KR 54 - CL 215 (296A02),KR 54 - CL 215,Carrera 54 Calle 215,4.792959,-74.047223,Suba,2,Suba
Point,4349,61636,296A03,A,3,C.C. Laguna,CL 129D - KR 121C,11,CL 129D - KR 121C (296A03),CL 129D - KR 121C,Calle 129 D Carrera 121 C,4.733806,-74.106635,Suba,3,Suba
Point,4350,61637,296A04,A,4,Pq. San Andrés,CL 82 - KR 101,10,CL 82 - KR 101 (296A04),CL 82 - KR 101,Calle 82 Carrera 101,4.713426,-74.109681,Engativá,4,Engativá
Point,4351,61638,296A05,A,5,Br. Bellavista Occidental,CL 69 - KR 68C,10,CL 69 - KR 68C (296A05),CL 69 - KR 68C,Calle 69 Carrera 68 C,4.677001,-74.089194,Engativá,5,Engativá
Point,4352,61639,296A07,A,7,Br. Cundinamarca Dg 15,DG 15A - KR 104,9,DG 15A - KR 104 (296A07),DG 15A - KR 104,Diagonal 15 A Carrera 104,4.669163,-74.155192,Fontibón,7,Fontibón
Point,4353,61640,296A08,A,8,Br. El Porvenir Parcela 23,CL 51 Sur - KR 91A,7,CL 51 Sur - KR 91A (296A08),CL 51 Sur - KR 91A,Calle 51 Sur Carrera 91 A,4.635065,-74.183396,Bosa,8,Bosa
Point,4354,61641,296A10,A,10,Br. Buenos Aires,KR 76A - CL 60B Sur,19,KR 76A - CL 60B Sur (296A10),KR 76A - CL 60B Sur,Carrera 76 A Calle 60 Be Sur,4.590915,-74.17931,Ciudad Bolivar,10,Ciudad Bolivar
Point,4355,61642,296A11,A,11,Desarrollo Marandú,CL 69B BIS Sur - KR 18V,19,CL 69B BIS Sur - KR 18V (296A11),CL 69B BIS Sur - KR 18V,Calle 69 Be Bis Sur Carrera 18 Ve,4.556494,-74.150513,Ciudad Bolivar,11,Ciudad Bolivar
Point,4356,61643,296A12,A,12,Br. Príncipe de Bochica,TV 3 - CL 48I BIS Sur,18,TV 3 - CL 48I BIS Sur (296A12),TV 3 - CL 48I BIS Sur,Transversal Tercera Calle 48 I Bis Sur,4.557047,-74.106967,Rafael Uribe Uribe,12,Rafael Uribe Uribe
Point,4357,61644,296A13,A,13,Cl 1 B Bis,KR 7 E - CL 1B Bis,3,KR 7 E - CL 1B Bis (296A13),KR 7 E - CL 1B Bis,Carrera Séptima Este Calle Primera Be Bis,4.582087,-74.072094,Santa Fe,13,Santa Fe
Point,4358,61645,296B01,B,1,Calle 110,AK 15 - CL 109,1,AK 15 - CL 109 (296B01),AK 15 - CL 109,Avenida Carrera 15 Calle 109,4.693157,-74.044563,Usaquén,1,Usaquén
Point,4359,61646,297A00,A,0,Embajada de Inglaterra,CL 76 - KR 10,2,CL 76 - KR 10 (297A00),CL 76 - KR 10,Calle 76 Carrera Décima,4.660831,-74.055834,Chapinero,0,Chapinero
Point,4360,61647,297A01,A,1,Calle 112,AK 15 - CL 112,1,AK 15 - CL 112 (297A01),AK 15 - CL 112,Avenida Carrera 15 Calle 112,4.695143,-74.043558,Usaquén,1,Usaquén
Point,4361,61648,297A02,A,2,Colegio San Mateo Apóstol,CL 215 - KR 52,11,CL 215 - KR 52 (297A02),CL 215 - KR 52,Calle 215 Carrera 52,4.792788,-74.045299,Suba,2,Suba
Point,4362,61649,297A03,A,3,Br. Nueva Tibabuyes,KR 123 - CL 130C-18,11,KR 123 - CL 130C-18 (297A03),KR 123 - CL 130C-18,Carrera 123 Calle 130 C,4.736092,-74.106994,Suba,3,Suba
Point,4363,61650,297A04,A,4,Hospital Engativá,CL 82 - KR 100A,10,CL 82 - KR 100A (297A04),CL 82 - KR 100A,Calle 82 Carrera 100 A,4.712939,-74.109446,Engativá,4,Engativá
Point,4364,61651,297A05,A,5,AC 72,KR 68H - CL 71,10,KR 68H - CL 71 (297A05),KR 68H - CL 71,Carrera 68 H Calle 71,4.680018,-74.088893,Engativá,5,Engativá
Point,4365,61652,297A06,A,6,Br. Versalles Fontibón,CL 23D - KR 111,9,CL 23D - KR 111 (297A06),CL 23D - KR 111,Calle 23 D Carrera 111,4.687019,-74.143472,Fontibón,6,Fontibón
Point,4366,61653,297A07,A,7,Prados de Castilla,KR 92 - CL 6C,8,KR 92 - CL 6C (297A07),KR 92 - CL 6C,Carrera 92 Calle Sexta C,4.651585,-74.159017,Kennedy,7,Kennedy
Point,4367,61654,297A09,A,9,Br. El Rubí II,CL 58 Sur - KR 78J,8,CL 58 Sur - KR 78J (297A09),CL 58 Sur - KR 78J,Calle 58 Sur Carrera 78 J,4.607727,-74.175504,Kennedy,9,Kennedy
Point,4368,61655,297A10,A,10,Br. Buenos Aires,KR 76A - CL 59B Sur,19,KR 76A - CL 59B Sur (297A10),KR 76A - CL 59B Sur,Carrera 76 A Calle 59 Be Sur,4.592064,-74.179615,Ciudad Bolivar,10,Ciudad Bolivar
Point,4369,61656,297A11,A,11,Br. Millán,DG 68 Sur - KR 19C,19,DG 68 Sur - KR 19C (297A11),DG 68 Sur - KR 19C,Diagonal 68 Sur Carrera 19 C,4.559155,-74.149469,Ciudad Bolivar,11,Ciudad Bolivar
Point,4370,61657,297A12,A,12,Br. Cerros de Occidente,TV 3 - 48I Bis Sur,18,TV 3 - 48I Bis Sur (297A12),TV 3 - 48I Bis Sur,Transversal Tercera 48 I Bis Sur,4.55703,-74.106895,Rafael Uribe Uribe,12,Rafael Uribe Uribe
Point,4371,61658,297A13,A,13,IED Aulas Colombianas San Luis,KR 11 E - CL 1B,3,KR 11 E - CL 1B (297A13),KR 11 E - CL 1B,Carrera 11 Este Calle Primera Be,4.580665,-74.071222,Santa Fe,13,Santa Fe
Point,4372,61659,297B01,B,1,Calle 112,AK 15 - CL 114A,1,AK 15 - CL 114A (297B01),AK 15 - CL 114A,Avenida Carrera 15 Calle 114 A,4.695724,-74.043377,Usaquén,1,Usaquén
Point,4373,61660,298A00,A,0,Embajada de Paz de Colombia,CL 76 - KR 12,2,CL 76 - KR 12 (298A00),CL 76 - KR 12,Calle 76 Carrera 12,4.662635,-74.058739,Chapinero,0,Chapinero
Point,4374,61661,298A01,A,1,Avenida Calle 116,AK 15 - AC 116,1,AK 15 - AC 116 (298A01),AK 15 - AC 116,Avenida Carrera 15 Avenida Calle 116,4.696922,-74.043286,Usaquén,1,Usaquén
Point,4375,61662,298A02,A,2,Br. Cantalejo,CL 159 - KR 55,11,CL 159 - KR 55 (298A02),CL 159 - KR 55,Calle 159 Carrera 55,4.741453,-74.058632,Suba,2,Suba
Point,4376,61663,298A03,A,3,Br. Nueva Tibabuyes,KR 123 - CL 129F,11,KR 123 - CL 129F (298A03),KR 123 - CL 129F,Carrera 123 Calle 129 F,4.7357,-74.107374,Suba,3,Suba
Point,4377,61664,298A04,A,4,Urb. Bochica III,CL 82 - KR 102,10,CL 82 - KR 102 (298A04),CL 82 - KR 102,Calle 82 Carrera 102,4.714972,-74.111555,Engativá,4,Engativá
Point,4378,61665,298A05,A,5,IED República de Colombia,KR 69 - CL 71,10,KR 69 - CL 71 (298A05),KR 69 - CL 71,Carrera 69 Calle 71,4.680398,-74.089236,Engativá,5,Engativá
Point,4379,61666,298A07,A,7,Prados de Castilla,CL 6D - KR 89,8,CL 6D - KR 89 (298A07),CL 6D - KR 89,Calle Sexta D Carrera 89,4.649231,-74.157049,Kennedy,7,Kennedy
Point,4380,61667,298A09,A,9,Br. El Rubí de Kennedy,KR 79 - CL 57I Sur,8,KR 79 - CL 57I Sur (298A09),KR 79 - CL 57I Sur,Carrera 79 Calle 57 I Sur,4.609249,-74.176377,Kennedy,9,Kennedy
Point,4381,61668,298A10,A,10,Br. Sierra Morena TV 73H Bis,CL 75A Sur - TV 73H Bis,19,CL 75A Sur - TV 73H Bis (298A10),CL 75A Sur - TV 73H Bis,Calle 75 A Sur Transversal 73 H Bis,4.577675,-74.170492,Ciudad Bolivar,10,Ciudad Bolivar
Point,4382,61669,298A11,A,11,Br. Millán,DG 68 Sur - KR 19C,19,DG 68 Sur - KR 19C (298A11),DG 68 Sur - KR 19C,Diagonal 68 Sur Carrera 19 C,4.559078,-74.149571,Ciudad Bolivar,11,Ciudad Bolivar
Point,4383,61670,298A12,A,12,CED Misael Pastrana Borrero,CL 43A Sur - KR 11,18,CL 43A Sur - KR 11 (298A12),CL 43A Sur - KR 11,Calle 43 A Sur Carrera 11,4.563751,-74.108806,Rafael Uribe Uribe,12,Rafael Uribe Uribe
Point,4384,61671,298A13,A,13,IED Aulas Colombianas San Luis,KR 11 E - CL 1A,3,KR 11 E - CL 1A (298A13),KR 11 E - CL 1A,Carrera 11 Este Calle Primera A,4.580696,-74.071091,Santa Fe,13,Santa Fe
Point,4385,61672,298B01,B,1,Avenida Calle 116,AK 15 - AC 116,1,AK 15 - AC 116 (298B01),AK 15 - AC 116,Avenida Carrera 15 Avenida Calle 116,4.697093,-74.043278,Usaquén,1,Usaquén
Point,4386,61673,299A00,A,0,Br. Porciúncula,AK 15 - 72,2,AK 15 - 72 (299A00),AK 15 - 72,Avenida Carrera 15 Calle 72,4.659806,-74.061109,Chapinero,0,Chapinero
Point,4387,61674,299A01,A,1,Pquia. Santa Beatriz,AK 15 - CL 119,1,AK 15 - CL 119 (299A01),AK 15 - CL 119,Avenida Carrera 15 Calle 119,4.699377,-74.04316,Usaquén,1,Usaquén
Point,4388,61675,299A02,A,2,Br. Cantalejo,CL 159 - KR 55,11,CL 159 - KR 55 (299A02),CL 159 - KR 55,Calle 159 Carrera 55,4.741433,-74.058078,Suba,2,Suba
Point,4389,61676,299A04,A,4,Bochica II,CL 82 - KR 102,10,CL 82 - KR 102 (299A04),CL 82 - KR 102,Calle 82 Carrera 102,4.715038,-74.111328,Engativá,4,Engativá
Point,4390,61677,299A05,A,5,AC 72,KR 69I - CL 71-64/60,10,KR 69I - CL 71-64/60 (299A05),KR 69I - CL 71-64/60,Carrera 69 I Calle 71,4.682083,-74.090403,Engativá,5,Engativá
Point,4391,61678,299A07,A,7,PRADOS DE CASTILLA -B-,CL 6A - KR 88D,8,CL 6A - KR 88D (299A07),CL 6A - KR 88D,Calle Sexta A Carrera 88 D,4.646946,-74.158786,Kennedy,7,Kennedy
Point,4392,61679,299A09,A,9,Br. El Rubí de Kennedy,KR 79 - CL 57F Sur,8,KR 79 - CL 57F Sur (299A09),KR 79 - CL 57F Sur,Carrera 79 Calle 57 F Sur,4.60991,-74.175472,Kennedy,9,Kennedy
Point,4393,61680,299A10,A,10,Br. Sierra Morena TV 73G Bis B,CL 75A Sur - TV 73G Bis B,19,CL 75A Sur - TV 73G Bis B (299A10),CL 75A Sur - TV 73G Bis B,Calle 75 A Sur Transversal 73 G Bis Be,4.577355,-74.17005,Ciudad Bolivar,10,Ciudad Bolivar
Point,4394,61681,299A12,A,12,AV. Darío Echandía,CL 43A Sur - KR 11,18,CL 43A Sur - KR 11 (299A12),CL 43A Sur - KR 11,Calle 43 A Sur Carrera 11,4.563676,-74.10883,Rafael Uribe Uribe,12,Rafael Uribe Uribe
Point,4395,61682,299A13,A,13,Br. Rocio Oriental,TV 8A Este - CL 1B,3,TV 8A Este - CL 1B (299A13),TV 8A Este - CL 1B,Transversal Octava A Este Calle Primera Be,4.581875,-74.070618,Santa Fe,13,Santa Fe
Point,4396,61683,299B01,B,1,Pquia. Santa Beatriz,AK 15 - CL 119,1,AK 15 - CL 119 (299B01),AK 15 - CL 119,Avenida Carrera 15 Calle 119,4.699467,-74.043149,Usaquén,1,Usaquén
Point,4397,61684,300A00,A,0,U. Sergio Arboleda,AK 15 - CL 75,2,AK 15 - CL 75 (300A00),AK 15 - CL 75,Avenida Carrera 15 Calle 75,4.661516,-74.059933,Chapinero,0,Chapinero
Point,4398,61685,300A01,A,1,Calle 122,AK 15 - CL 122,1,AK 15 - CL 122 (300A01),AK 15 - CL 122,Avenida Carrera 15 Calle 122,4.701173,-74.043054,Usaquén,1,Usaquén
Point,4399,61686,300A02,A,2,Urb. Versalles,KR 56 - CL 152B,11,KR 56 - CL 152B (300A02),KR 56 - CL 152B,Carrera 56 Calle 152 Be,4.739102,-74.059558,Suba,2,Suba
Point,4400,61687,300A04,A,4,Ciudad Bachué II Etapa,CL 82 - KR 95D,10,CL 82 - KR 95D (300A04),CL 82 - KR 95D,Calle 82 Carrera 95 D,4.71072,-74.107095,Engativá,4,Engativá
Point,4401,61688,300A05,A,5,Br. La Estrada,KR 69K - CL 71-63/67,10,KR 69K - CL 71-63/67 (300A05),KR 69K - CL 71-63/67,Carrera 69 K Calle 71,4.682484,-74.090827,Engativá,5,Engativá
Point,4402,61689,300A06,A,6,Urb. El Chital,KR 111A - Calle 22J,9,KR 111A - Calle 22J (300A06),KR 111A - Calle 22J,Carrera 111 A Calle 22 J,4.685767,-74.145385,Fontibón,6,Fontibón
Point,4403,61690,300A07,A,7,Torres de Nueva Castilla,KR 87B - CL 8A,8,KR 87B - CL 8A (300A07),KR 87B - CL 8A,Carrera 87 Be Calle Octava A,4.64823,-74.151841,Kennedy,7,Kennedy
Point,4404,61691,300A08,A,8,Br. Osorio Diez,CL 50 Sur - KR 97,7,CL 50 Sur - KR 97  (300A08),CL 50 Sur - KR 97,Calle 50 Sur Carrera 97,4.64112,-74.185097,Bosa,8,Bosa
Point,4405,61692,300A09,A,9,Br. Antonio José de Sucre,CL 57A Sur - 79-23,8,CL 57A Sur - 79-23 (300A09),CL 57A Sur - 79-23,Calle 57 A Sur 79,4.611076,-74.174647,Kennedy,9,Kennedy
Point,4406,61693,300A10,A,10,Br. Sierra Morena,CL 75B Sur - TV 73H,19,CL 75B Sur - TV 73H (300A10),CL 75B Sur - TV 73H,Calle 75 Be Sur Transversal 73 H,4.5771,-74.170705,Ciudad Bolivar,10,Ciudad Bolivar
Point,4407,61694,300A11,A,11,Br. Las Delicias del Sur,KR 18Z - CL 66A Sur,19,KR 18Z - CL 66A Sur (300A11),KR 18Z - CL 66A Sur,Carrera 18 Z Calle 66 A Sur,4.557636,-74.146669,Ciudad Bolivar,11,Ciudad Bolivar
Point,4408,61695,300A12,A,12,Las Lomas,TV 11A - DG 38G Sur,18,TV 11A - DG 38G Sur (300A12),TV 11A - DG 38G Sur,Transversal 11 A Diagonal 38 G Sur,4.564744,-74.108415,Rafael Uribe Uribe,12,Rafael Uribe Uribe
Point,4409,61696,300A13,A,13,Br. El Consuelo,TV 8A E - DG 1A,3,TV 8A E - DG 1A (300A13),TV 8A E - DG 1A,Transversal Octava A Este Diagonal Primera A,4.58185,-74.070327,Santa Fe,13,Santa Fe
Point,4410,61697,300B01,B,1,Calle 122,AK 15 - CL 122,1,AK 15 - CL 122 (300B01),AK 15 - CL 122,Avenida Carrera 15 Calle 122,4.701731,-74.043033,Usaquén,1,Usaquén
Point,4411,61698,301A00,A,0,Br. Porciúncula,AK 15 - CL 76,2,AK 15 - CL 76 (301A00),AK 15 - CL 76,Avenida Carrera 15 Calle 76,4.662441,-74.059317,Chapinero,0,Chapinero
Point,4412,61699,301A01,A,1,C.C. Unicentro,AK 15 - CL 124,1,AK 15 - CL 124 (301A01),AK 15 - CL 124,Avenida Carrera 15 Calle 124,4.70266,-74.042996,Usaquén,1,Usaquén
Point,4413,61700,301A02,A,2,Estación Cardio Infantil,Auto Norte - AC 161,11,Auto Norte - AC 161 (301A02),Auto Norte - AC 161,Autopista Norte Avenida Calle 161,4.743142,-74.048192,Suba,2,Suba
Point,4414,61701,301A04,A,4,Hospital Engativá,CL 82 - AK 96,10,CL 82 - AK 96 (301A04),CL 82 - AK 96,Calle 82 Avenida Carrera 96,4.712379,-74.108613,Engativá,4,Engativá
Point,4415,61702,301A05,A,5,Br. Bellavista Occidental,CL 68B - KR 68A,10,CL 68B - KR 68A (301A05),CL 68B - KR 68A,Calle 68 Be Carrera 68 A,4.675656,-74.087999,Engativá,5,Engativá
Point,4416,61703,301A06,A,6,Br. Atahualpa,CL 22H - KR 113A,9,CL 22H - KR 113A (301A06),CL 22H - KR 113A,Calle 22 H Carrera 113 A,4.686231,-74.14804,Fontibón,6,Fontibón
Point,4417,61704,301A07,A,7,Torres de Nueva Castilla,KR 87B - CL 8,8,KR 87B - CL 8 (301A07),KR 87B - CL 8,Carrera 87 Be Calle Octava,4.648148,-74.151759,Kennedy,7,Kennedy
Point,4418,61705,301A09,A,9,Conjunto Residencial Antonio José de Sucre,CL 57A Sur - KR 79C Bis,8,CL 57A Sur - KR 79C Bis (301A09),CL 57A Sur - KR 79C Bis,Calle 57 A Sur Carrera 79 C Bis,4.612096,-74.175441,Kennedy,9,Kennedy
Point,4419,61706,301A10,A,10,Br. Sierra Morena III Sector,DG 73C Sur - TV 73B,19,DG 73C Sur - TV 73B (301A10),DG 73C Sur - TV 73B,Diagonal 73 C Sur Transversal 73 Be,4.578152,-74.167761,Ciudad Bolivar,10,Ciudad Bolivar
Point,4420,61707,301A11,A,11,IED Compartir Recuerdo,DG 65A Sur - KR 17 N,19,DG 65A Sur - KR 17 N (301A11),DG 65A Sur - KR 17 N,Diagonal 65 A Sur Carrera 17 N,4.552832,-74.142686,Ciudad Bolivar,11,Ciudad Bolivar
Point,4421,61708,301A12,A,12,Las Lomas,TV 11A - DG 38G Sur,18,TV 11A - DG 38G Sur (301A12),TV 11A - DG 38G Sur,Transversal 11 A Diagonal 38 G Sur,4.564813,-74.108438,Rafael Uribe Uribe,12,Rafael Uribe Uribe
Point,4422,61709,301A13,A,13,Hospital Centro Oriental GSG,CL 2 - KR 5B Este,3,CL 2 - KR 5B Este (301A13),CL 2 - KR 5B Este,Calle Segunda Carrera Quinta Be Este,4.583544,-74.071361,Santa Fe,13,Santa Fe
Point,4423,61710,301B01,B,1,C.C. Unicentro,AK 15 - CL 124,1,AK 15 - CL 124 (301B01),AK 15 - CL 124,Avenida Carrera 15 Calle 124,4.703043,-74.042967,Usaquén,1,Usaquén
Point,4424,61711,301B11,B,11,Br. Lucero del Sur,TV 17N - CL 64F Sur,19,TV 17N - CL 64F Sur (301B11),TV 17N - CL 64F Sur,Transversal 17 N Calle 64 F Sur,4.553134,-74.141669,Ciudad Bolivar,11,Ciudad Bolivar
Point,4425,61712,302A00,A,0,C.C. Unilago,AK 15 - CL 79,2,AK 15 - CL 79 (302A00),AK 15 - CL 79,Avenida Carrera 15 Calle 79,4.664694,-74.058005,Chapinero,0,Chapinero
Point,4426,61713,302A01,A,1,Br. La Calleja,AK 19 - CL 128B,1,AK 19 - CL 128B (302A01),AK 19 - CL 128B,Avenida Carrera 19 Calle 128 Be,4.712328,-74.048142,Usaquén,1,Usaquén
Point,4427,61714,302A04,A,4,Br. Bochica,CL 82 - TV 94L,10,CL 82 - TV 94L (302A04),CL 82 - TV 94L,Calle 82 Transversal 94 L,4.710882,-74.107116,Engativá,4,Engativá
Point,4428,61715,302A05,A,5,Br. Bellavista Occidental,KR 68F - CL 71,10,KR 68F - CL 71 (302A05),KR 68F - CL 71,Carrera 68 F Calle 71,4.678945,-74.088046,Engativá,5,Engativá
Point,4429,61716,302A06,A,6,Br. Atahualpa,CL 22I - KR 112A,9,CL 22I - KR 112A (302A06),CL 22I - KR 112A,Calle 22 I Carrera 112 A,4.685883,-74.147206,Fontibón,6,Fontibón
Point,4430,61717,302A07,A,7,SANTARITA DE ALSCACIA,CL 12C - KR 71B,8,CL 12C - KR 71B (302A07),CL 12C - KR 71B,Calle 12 C Carrera 71 Be,4.641442,-74.125679,Kennedy,7,Kennedy
Point,4431,61718,302A08,A,8,Tierra Buena,CL 26 Sur - KR 97A,8,CL 26 Sur - KR 97A  (302A08),CL 26 Sur - KR 97A,Calle 26 Sur Carrera 97 A,4.650521,-74.170931,Kennedy,8,Kennedy
Point,4432,61719,302A10,A,10,Br. Venecia,KR 53 - DG 45B Sur,6,KR 53 - DG 45B Sur (302A10),KR 53 - DG 45B Sur,Carrera 53 Diagonal 45 Be Sur,4.593638,-74.138125,Tunjuelito,10,Tunjuelito
Point,4433,61720,302A11,A,11,IED Compartir Recuerdo,DG 65A Sur - KR 18,19,DG 65A Sur - KR 18 (302A11),DG 65A Sur - KR 18,Diagonal 65 A Sur Carrera 18,4.552939,-74.142867,Ciudad Bolivar,11,Ciudad Bolivar
Point,4434,61721,302A12,A,12,Urb. Las Lomas I y II Sector,CL 36 Sur - KR 11,18,CL 36 Sur - KR 11 (302A12),CL 36 Sur - KR 11,Calle 36 Sur Carrera 11,4.567289,-74.105044,Rafael Uribe Uribe,12,Rafael Uribe Uribe
Point,4435,61722,302A13,A,13,Hospital Centro Oriental GSG,CL 2 E - KR 5B Este,3,CL 2 E - KR 5B Este (302A13),CL 2 E - KR 5B Este,Calle Segunda Este Carrera Quinta Be Este,4.583661,-74.071608,Santa Fe,13,Santa Fe
Point,4436,61723,302B00,B,0,C.C. Unilago,AK 15 - CL 77,2,AK 15 - CL 77 (302B00),AK 15 - CL 77,Avenida Carrera 15 Calle 77,4.664494,-74.058138,Chapinero,0,Chapinero
Point,4437,61724,302B10,B,10,Br. Venecia,KR 51 - CL  45 Sur,6,KR 51 - CL  45 Sur (302B10),KR 51 - CL  45 Sur,Carrera 51 Calle 45 Sur,4.594002,-74.138042,Tunjuelito,10,Tunjuelito
Point,4438,61725,302B11,B,11,IED Compartir Recuerdo,TV 17N - CL 64F Sur,19,TV 17N - CL 64F Sur (302B11),TV 17N - CL 64F Sur,Transversal 17 N Calle 64 F Sur,4.553135,-74.141823,Ciudad Bolivar,11,Ciudad Bolivar
Point,4439,61726,303A00,A,0,C.C. Atlantis Plaza,AK 15 - CL 80,2,AK 15 - CL 80 (303A00),AK 15 - CL 80,Avenida Carrera 15 Calle 80,4.666006,-74.057293,Chapinero,0,Chapinero
Point,4440,61727,303A01,A,1,Avenida Calle 134,AK 19 - AC 134,1,AK 19 - AC 134 (303A01),AK 19 - AC 134,Avenida Carrera 19 Avenida Calle 134,4.718552,-74.047137,Usaquén,1,Usaquén
Point,4441,61728,303A02,A,2,Br. Claret Norte,KR 74 - CL 163,11,KR 74 - CL 163 (303A02),KR 74 - CL 163,Carrera 74 Calle 163,4.748108,-74.068677,Suba,2,Suba
Point,4442,61729,303A03,A,3,Br. Villa María I Sector,AK 118 - CL 132B,11,AK 118 - CL 132B (303A03),AK 118 - CL 132B,Avenida Carrera 118 Calle 132 Be,4.738949,-74.105669,Suba,3,Suba
Point,4443,61730,303A04,A,4,Br. Quirigua,KR 94J - CL 80C,10,KR 94J - CL 80C (303A04),KR 94J - CL 80C,Carrera 94 J Calle 80 C,4.708287,-74.106476,Engativá,4,Engativá
Point,4444,61731,303A05,A,5,Br. Bella Vista Occidental,CL 71 - KR 68B,10,CL 71 - KR 68B (303A05),CL 71 - KR 68B,Calle 71 Carrera 68 Be,4.677681,-74.087028,Engativá,5,Engativá
Point,4445,61732,303A06,A,6,Br. Villa Carmenza,KR 111A - CL 18,9,KR 111A - CL 18 (303A06),KR 111A - CL 18,Carrera 111 A Calle 18,4.681474,-74.15047,Fontibón,6,Fontibón
Point,4446,61733,303A07,A,7,ALSACIA RESERVADOII,KR 71D - CL 12C,8,KR 71D - CL 12C (303A07),KR 71D - CL 12C,Carrera 71 D Calle 12 C,4.64481,-74.127177,Kennedy,7,Kennedy
Point,4447,61734,303A08,A,8,Br. Osorio,CL 26 Sur - KR 95A,8,CL 26 Sur - KR 95A (303A08),CL 26 Sur - KR 95A,Calle 26 Sur Carrera 95 A,4.649942,-74.169703,Kennedy,8,Kennedy
